OBJECTID,AUN,SCHOOL_NUM,LOCATION_ID,SCHOOL_NAME,SCHOOL_NAME_LABEL,STREET_ADDRESS,ZIP_CODE,PHONE_NUMBER,ACTIVE,GRADE_LEVEL,GRADE_ORG,ENROLLMENT,TYPE,TYPE_SPECIFIC
380,147513703,8123,3403,FRANKLIN TOWNE ELEMENTARY,FRANKLIN TOWNE CHARTER ELEMENTARY SCHOOL,4259 RICHMOND ST,19137,(215) 289-3389,,ELEMENTARY/MIDDLE,K-8,954,2,CHARTER
381,126513270,7586,3318,FREIRE CHARTER SCHOOL,FREIRE CHARTER SCHOOL,2027 CHESTNUT ST,19103,(215) 557-8555,,MIDDLE/HIGH,9-12,1022,2,CHARTER
382,126518004,,3428,G.L.A. CHARTER @ HUEY,GLOBAL LEADERSHIP ACADEMY AT HUEY,5200 PINE ST,19143,(215) 471-2978,,ELEMENTARY/MIDDLE,K-8,618,2,CHARTER
383,,,8100,GATEWAY TO COLLEGE,GATEWAY TO COLLEGE - COMMUNITY COLLEGE OF PHILADELPHIA,1700 SPRING GARDEN ST RM M1-24,19130,(215) 751-8540,,HIGH SCHOOL,9-12,76,1,CONTRACTED
384,126513380,7639,3337,GLOBAL LEADERSHIP ACADEMY,GLOBAL LEADERSHIP ACADEMY CHARTER SCHOOL,4601 W GIRARD AVE,19131,(267) 295-5700,,ELEMENTARY/MIDDLE,K-8,690,2,CHARTER
385,126510005,7748,3365,GREEN WOODS CHARTER SCHOOL,GREEN WOODS CHARTER SCHOOL,468 DOMINO LANE,19128,(215) 482-6337,,ELEMENTARY/MIDDLE,K-8,683,2,CHARTER
386,126512850,7511,3302,HARAMBEE INSTITUTE OF SCIENCE,HARAMBEE INSTITUTE OF SCIENCE AND TECHNOLOGY CHARTER SCHOOL,640 N 66TH ST,19151,(215) 472-8770,,ELEMENTARY/MIDDLE,K-8,565,2,CHARTER
387,126513290,7588,3323,MASTERY CHARTER AT HARDY WILLIAMS,MASTERY CHARTER SCHOOL AT HARDY WILLIAMS,5400 WARRINGTON AVE,19143,(215) 724-2343,,ELEMENTARY/MIDDLE/HIGH,K-12,1161,2,CHARTER
388,126512980,7542,3309,IMHOTEP CHARTER SCHOOL,IMHOTEP INSTITUTE CHARTER HIGH SCHOOL,6201 N 21ST ST,19138,(215) 438-4140,,HIGH SCHOOL,9-12,579,2,CHARTER
389,126513510,7683,3341,INDEPENDENCE CHARTER SCHOOL,INDEPENDENCE CHARTER SCHOOL,1600 LOMBARD ST,19146,(215) 238-8000,,ELEMENTARY/MIDDLE,K-8,824,2,CHARTER
390,126512039,,3442,INDEPENDENCE CHARTER WEST,INDEPENDENCE CHARTER SCHOOL WEST,5600 CHESTER AVE,19143,(215) 724-5600,,ELEMENTARY SCHOOL,K-6,619,2,CHARTER
391,126513070,,3308,INQUIRY CHARTER SCHOOL,INQUIRY CHARTER SCHOOL,1301 BELMONT AVE,19104,(215) 823-5541,,ELEMENTARY SCHOOL,K-5,273,2,CHARTER
392,182514568,7979,3389,KEYSTONE ACADEMY CHARTER,KEYSTONE ACADEMY CHARTER SCHOOL,4521 LONGSHORE AVE,19135,(215) 332-2111,,ELEMENTARY/MIDDLE,K-8,676,2,CHARTER
393,126514864,,3353,KIPP DUBOIS CHARTER SCHOOL,KIPP DUBOIS CHARTER SCHOOL,5070 PARKSIDE AVE,19131,(215) 307-3465,,HIGH SCHOOL,9-12,554,2,CHARTER
394,126510013,7776,3370,KIPP PHILADELPHIA CHARTER,KIPP PHILADELPHIA CHARTER SCHOOL,2539 N 16TH ST,19132,(267) 758-2630,,ELEMENTARY/MIDDLE,K-8,867,2,CHARTER
395,126515492,,3443,KIPP WEST PHILA CHARTER SCHOOL,KIPP WEST PHILADELPHIA CHARTER SCHOOL,5900 BALTIMORE AVE,19143,(267) 787-5700,,MIDDLE SCHOOL,5-8,360,2,CHARTER
396,172510793,8124,3396,KIPP WEST PHILA PREP CHARTER,KIPP WEST PHILADELPHIA PREPARATORY CHARTER SCHOOL,5900 BALTIMORE AVE,19143,(215) 294-2973,,MIDDLE SCHOOL,5-8,348,2,CHARTER
397,126513110,7565,3310,LAB SCH OF COMMUNICAT'N & LANG,LABORATORY CHARTER SCHOOL OF COMMUNICATION AND LANGUAGES,800 NORTH ORIANNA ST,19123,(215) 574-1680,,ELEMENTARY/MIDDLE,K-8,531,2,CHARTER
398,,,3240,LIGUORI ACADEMY-FORTIS,LIGUORI ACADEMY-FORTIS,1952 E ALLEGHENY AVE,19134,(267) 571-1952,,HIGH SCHOOL,9-12,97,1,CONTRACTED
399,126519476,8206,3419,LINDLEY ACADEMY CHARTER @ BIRNEY,LINDLEY ACADEMY CHARTER @ BIRNEY,900 LINDLEY AVE,19141,(215) 456-3000,,ELEMENTARY/MIDDLE,K-8,726,2,CHARTER
400,126513480,7672,3332,MARIANA BRACETTI ACADEMY,MARIANA BRACETTI ACADEMY CHARTER SCHOOL,1840 TORRESDALE AVE,19124,(215) 291-4436,,ELEMENTARY/MIDDLE/HIGH,K-12,1336,2,CHARTER
401,126510014,7777,3366,MARITIME ACADEMY CHARTER,MARITIME ACADEMY CHARTER SCHOOL (MACHS),2275 BRIDGE ST,19137,(215) 535-4555,,ELEMENTARY/MIDDLE/HIGH,1-12,870,2,CHARTER
402,126513117,,3440,MAST COMMUNITY CHARTER II,MAST COMMUNITY CHARTER SCHOOL II,6501 NEW STATE RD,19135,(215) 398-7960,,ELEMENTARY SCHOOL,K-6,980,2,CHARTER
403,126519644,8259,3420,MASTERY CHARTER @ CLEVELAND,MASTERY CHARTER SCHOOL AT CLEVELAND,3701 N 19TH ST,19140,(215) 227-5042,,ELEMENTARY/MIDDLE,K-8,734,2,CHARTER
404,126511748,8208,3415,MASTERY CHARTER @ CLYMER,MASTERY CHARTER SCHOOL AT CLYMER,1201 W RUSH ST,19133,(215) 223-2243,,ELEMENTARY SCHOOL,K-6,539,2,CHARTER
405,126513734,8207,3416,MASTERY CHARTER @ GRATZ HIGH,MASTERY CHARTER SCHOOL AT GRATZ,1798 W HUNTING PARK AVE,19140,(215) 227-4408,,MIDDLE/HIGH,7-12,1272,2,CHARTER
406,126516457,8153,3407,MASTERY CHARTER @ HARRITY,MASTERY CHARTER SCHOOL AT HARRITY,5601 CHRISTIAN ST,19143,(215) 471-2908,,ELEMENTARY/MIDDLE,K-8,823,2,CHARTER
407,126519433,8152,3408,MASTERY CHARTER @ MANN,MASTERY CHARTER SCHOOL AT MANN,5376 W BERKS ST,19131,(215) 581-5616,,ELEMENTARY SCHOOL,K-6,557,2,CHARTER
408,126518795,3721,3426,MASTERY CHARTER @ PASTORIUS,MASTERY CHARTER SCHOOL AT PASTORIUS,5650 SPRAGUE ST,19138,(215) 951-5689,,ELEMENTARY/MIDDLE,K-8,620,2,CHARTER
409,151514721,7961,3393,MASTERY CHARTER @ PICKETT,MASTERY CHARTER SCHOOL AT PICKETT,5700 WAYNE AVE,19144,(215) 866-9000,,MIDDLE/HIGH,6-12,895,2,CHARTER
410,126515001,3783,1390,"POWEL, SAMUEL SCHOOL",SAMUEL POWEL SCHOOL,301 N 36TH ST,19104,(215) 400-7740,,ELEMENTARY SCHOOL,K-4,243,1,DISTRICT
411,126515001,6765,7490,PRINCE HALL SCHOOL,PRINCE HALL SCHOOL,6101 N GRATZ ST,19141,(215) 400-3690,,ELEMENTARY SCHOOL,K-5,538,1,DISTRICT
412,126515001,7813,6090,RANDOLPH TECHNICAL HIGH SCHOOL,A. PHILIP RANDOLPH CAREER AND TECHNICAL HIGH SCHOOL,3101 HENRY AVE,19129,(215) 400-3840,,HIGH SCHOOL,9-12,370,1,DISTRICT
413,126515001,3771,8360,RHAWNHURST SCHOOL,RHAWNHURST SCHOOL,7809 CASTOR AVE,19152,(215) 400-3220,,ELEMENTARY SCHOOL,K-5,626,1,DISTRICT
414,126515001,3614,1410,"RHOADS, JAMES SCHOOL",JAMES RHOADS SCHOOL,4901 PARRISH ST,19139,(215) 400-7680,,ELEMENTARY/MIDDLE,K-8,451,1,DISTRICT
415,126515001,6522,4350,RHODES ELEMENTARY SCHOOL,E. WASHINGTON RHODES SCHOOL,2900 W CLEARFIELD ST,19132,(215) 400-7060,,ELEMENTARY/MIDDLE,K-8,479,1,DISTRICT
416,126515001,3701,5400,RICHMOND SCHOOL,RICHMOND SCHOOL,2944 BELGRADE ST,19134,(215) 400-7150,,ELEMENTARY SCHOOL,K-5,510,1,DISTRICT
417,126515001,7780,1050,"ROBESON, PAUL HIGH SCHOOL",PAUL ROBESON HIGH SCHOOL FOR HUMAN SERVICES,4125 LUDLOW ST,19104,(215) 400-7780,,HIGH SCHOOL,9-12,312,1,DISTRICT
418,126515001,3824,6360,ROOSEVELT ELEMENTARY SCHOOL,THEODORE ROOSEVELT SCHOOL,430 E WASHINGTON LN,19144,(215) 400-3640,,ELEMENTARY/MIDDLE,K-8,459,1,DISTRICT
419,126515001,3724,7530,"ROWEN, WILLIAM SCHOOL",WILLIAM ROWEN SCHOOL,6841 N 19TH ST,19126,(215) 400-3550,,ELEMENTARY SCHOOL,K-5,411,1,DISTRICT
420,126515001,3844,6030,ROXBOROUGH HIGH SCHOOL,ROXBOROUGH HIGH SCHOOL,6498 RIDGE AVE,19128,(215) 400-3400,,HIGH SCHOOL,9-12,779,1,DISTRICT
421,126515001,3861,6040,"SAUL, WALTER B. HIGH SCHOOL",WALTER B. SAUL HIGH SCHOOL,7100 HENRY AVE,19128,(215) 400-3450,,HIGH SCHOOL,9-12,513,1,DISTRICT
422,126515001,7245,1100,"SAYRE, WILLIAM L. HIGH SCHOOL",WILLIAM L. SAYRE HIGH SCHOOL,5800 WALNUT ST,19139,(215) 400-7800,,HIGH SCHOOL,9-12,410,1,DISTRICT
423,126515001,,2680,SCIENCE LEADERSHIP ACADEMY AT BEEBER,THE SCIENCE LEADERSHIP ACADEMY AT BEEBER,5925 MALVERN AVE,19131,(215) 400-7270,,MIDDLE/HIGH,"5-6, 9-12",602,1,DISTRICT
424,126515001,7906,2650,SCIENCE LEADERSHIP ACADEMY,SCIENCE LEADERSHIP ACADEMY,440 N BROAD ST,19130,(215) 400-7830,,HIGH SCHOOL,9-12,499,1,DISTRICT
425,126515001,,2050,SCIENCE LEADERSHIP ACADEMY MIDDLE SCHOOL,SCIENCE LEADERSHIP ACADEMY MIDDLE SCHOOL,3600 MARKET ST,19104,(215) 400-8320,,MIDDLE SCHOOL,5-8,356,1,DISTRICT
426,126515001,3653,2630,"SHARSWOOD, GEORGE SCHOOL",GEORGE W. SHARSWOOD SCHOOL,2300 S 2ND ST,19148,(215) 400-8270,,ELEMENTARY/MIDDLE,K-8,472,1,DISTRICT
427,126515001,3725,6380,SHAWMONT SCHOOL,SHAWMONT SCHOOL,535 SHAWMONT AVE,19128,(215) 400-3440,,ELEMENTARY/MIDDLE,K-8,480,1,DISTRICT
428,126515001,3702,5410,"SHEPPARD, ISAAC A. SCHOOL",ISAAC A. SHEPPARD SCHOOL,120 W CAMBRIA ST,19133,(215) 400-7070,,ELEMENTARY SCHOOL,K-4,163,1,DISTRICT
429,126515001,3800,5530,"SHERIDAN, PHILIP H. SCHOOL",PHILIP H. SHERIDAN SCHOOL,800 E ONTARIO ST,19134,(215) 400-7160,,ELEMENTARY SCHOOL,K-4,550,1,DISTRICT
430,126515001,3773,8340,"SOLIS-COHEN, SOLOMON SCHOOL",SOLOMON SOLIS-COHEN SCHOOL,7001 HORROCKS ST,19149,(215) 400-3250,,ELEMENTARY SCHOOL,K-5,1245,1,DISTRICT
431,126515001,3859,2000,SOUTH PHILADELPHIA HIGH SCHOOL,SOUTH PHILADELPHIA HIGH SCHOOL,2101 S BROAD ST,19148,(215) 400-8400,,HIGH SCHOOL,9-12,607,1,DISTRICT
432,126515001,3654,2640,SOUTHWARK SCHOOL,SOUTHWARK SCHOOL,1835 S 9TH ST,19148,(215) 400-8280,,ELEMENTARY/MIDDLE,K-8,892,1,DISTRICT
433,126515001,3655,5560,SPRING GARDEN SCHOOL,SPRING GARDEN SCHOOL,1146 MELON ST,19123,(215) 400-7610,,ELEMENTARY/MIDDLE,K-8,292,1,DISTRICT
434,126515001,7234,8350,"SPRUANCE, GILBERT SCHOOL",GILBERT SPRUANCE SCHOOL,6401 HORROCKS ST,19149,(215) 400-3290,,ELEMENTARY/MIDDLE,K-8,1370,1,DISTRICT
435,126515001,3635,2450,"STANTON, EDWIN M. SCHOOL",EDWIN M. STANTON SCHOOL,901 S 17TH ST,19146,(215) 400-7960,,ELEMENTARY/MIDDLE,K-8,301,1,DISTRICT
436,126515001,4963,7290,"STEARNE, ALLEN M. SCHOOL",ALLEN M. STEARNE SCHOOL,1655 UNITY ST,19124,(215) 400-3980,,ELEMENTARY/MIDDLE,K-8,514,1,DISTRICT
437,126515001,3727,6390,"STEEL, EDWARD SCHOOL",EDWARD T. STEEL SCHOOL,4301 WAYNE AVE,19140,(215) 400-3910,,ELEMENTARY/MIDDLE,K-8,429,1,DISTRICT
438,126515001,7255,4140,STRAWBERRY MANSION HIGH SCHOOL,STRAWBERRY MANSION HIGH SCHOOL,3133 RIDGE AVE,19121,(215) 400-7500,,HIGH SCHOOL,10-12,166,1,DISTRICT
439,126515001,3753,7430,"SULLIVAN, JAMES J. SCHOOL",JAMES J. SULLIVAN SCHOOL,5300 DITMAN ST,19124,(215) 400-3960,,ELEMENTARY SCHOOL,K-5,608,1,DISTRICT
440,126515001,7072,8090,SWENSON ARTS/TECH HIGH SCHOOL,SWENSON ARTS AND TECHNOLOGY HIGH SCHOOL,2750 RED LION RD,19114,(215) 400-3140,,HIGH SCHOOL,9-12,626,1,DISTRICT
441,126515001,3657,2690,"TAGGART, JOHN H. SCHOOL",JOHN H. TAGGART SCHOOL,400 W PORTER ST,19148,(215) 400-8290,,ELEMENTARY/MIDDLE,K-8,456,1,DISTRICT
442,126515001,3755,7440,"TAYLOR, BAYARD SCHOOL",BAYARD TAYLOR SCHOOL,3698 N RANDOLPH ST,19140,(215) 400-3880,,ELEMENTARY SCHOOL,K-5,501,1,DISTRICT
443,126515001,,5660,THE LINC,THE LINC,122 W ERIE AVE,19140,(215) 400-3940,,HIGH SCHOOL,9-12,216,1,DISTRICT
444,126515001,,5620,THE U SCHOOL,THE U SCHOOL,2000 N 7TH ST,19122,(215) 400-7460,,HIGH SCHOOL,9-12,238,1,DISTRICT
445,126515001,8328,8560,THE WORKSHOP SCHOOL,THE WORKSHOP SCHOOL,221 S HANSON ST,19139,(215) 400-7730,,HIGH SCHOOL,9-12,227,1,DISTRICT
446,126515001,3832,1130,TILDEN MIDDLE SCHOOL,WILLIAM T. TILDEN SCHOOL,6601 ELMWOOD AVE,19142,(215) 400-8170,,MIDDLE SCHOOL,5-8,382,1,DISTRICT
447,126515001,3659,2720,VARE-WASHINGTON ELEMENTARY,VARE-WASHINGTON SCHOOL,1198 S 5TH ST,19147,(215) 400-8120,,ELEMENTARY/MIDDLE,K-8,372,1,DISTRICT
448,126515001,,5180,VAUX HIGH SCHOOL,VAUX HIGH SCHOOL: A BIG PICTURE,2300 W MASTER ST,19121,(267) 507-9690,,HIGH SCHOOL,9-11,309,1,DISTRICT
449,126510004,7685,3335,PEOPLE FOR PEOPLE,PEOPLE FOR PEOPLE CHARTER SCHOOL,800 N BROAD ST,19130,(215) 763-7060,,ELEMENTARY/MIDDLE/HIGH,K-12,541,2,CHARTER
450,,,2530,PHILADELPHIA JUVENILE JUSTICE SERVICES CENTER,PHILADELPHIA JUVENILE JUSTICE SERVICES CENTER SCHOOL,91 N 48TH ST,19139,(215) 683-3495,,MIDDLE/HIGH,6-12,117,1,DISTRICT
451,126515001,,8470,PHILADELPHIA LEARNING ACADEMY-NORTH,PHILADELPHIA LEARNING ACADEMY NORTH,4224 N FRONT ST,19140,(215) 400-9050,,HIGH SCHOOL,8-12,39,1,DISTRICT
452,126515001,8121,8460,PHILADELPHIA LEARNING ACADEMY-SOUTH,PHILADELPHIA LEARNING ACADEMY SOUTH,4300 WESTMINSTER AVE,19104,(215) 400-9080,,HIGH SCHOOL,9-12,86,1,DISTRICT
453,,,3200,PHILADELPHIA LEARNING ACADEMY-NORTH EOP,PLA NORTH - HUNTING PARK EOP,4224 N FRONT ST,19140,(215) 400-9050,,HIGH SCHOOL,8-12,,1,DISTRICT
454,,,3800,PHILADELPHIA LEARNING ACADEMY-SOUTH EOP,PHILADELPHIA LEANING ACADEMY SOUTH EOP,4300 WESTMINSTER AVE,19104,(215) 400-9080,,HIGH SCHOOL,9-12,,1,DISTRICT
455,126513400,7647,3336,PHILADELPHIA PERFORMING ARTS-BROAD ST,PHILADELPHIA PERFORMING ARTS: A STRING THEORY CHARTER SCHOOL,2600 S BROAD ST,19145,(215) 551-4000,,ELEMENTARY SCHOOL,2-4,,2,CHARTER
456,126513280,7587,3322,PHILADELPHIA ACADEMY,PHILADELPHIA ACADEMY CHARTER SCHOOL,11000 ROOSEVELT BLVD,19116,(215) 676-8320,,ELEMENTARY/MIDDLE,K-8,1111,2,CHARTER
457,126515691,,3422,PHILADELPHIA CHARTER FOR ARTS,THE PHILADELPHIA CHARTER SCHOOL FOR ARTS AND SCIENCES,1197 HAWORTH ST,19124,(215) 537-2520,,ELEMENTARY/MIDDLE,K-8,1030,2,CHARTER
458,126510009,7737,3358,PHILADELPHIA ELECTRICAL AND TECHNOLOGY CHARTER SCHOOL,PHILADELPHIA ELECTRICAL AND TECHNOLOGY CHARTER SCHOOL,1420 CHESTNUT ST,19102,(267) 514-1823,,HIGH SCHOOL,9-12,602,2,CHARTER
459,126510016,7828,3378,PHILADELPHIA MONTESSORI,PHILADELPHIA MONTESSORI CHARTER SCHOOL,2227 ISLAND AVE,19142,(215) 365-4011,,ELEMENTARY SCHOOL,K-6,200,2,CHARTER
460,,,3840,PHILADELPHIA OIC WORKFORCE ACADEMY,PHILADELPHIA OIC WORKFORCE ACADEMY,1231 N BROAD ST,19122,(215) 236-7700,,HIGH SCHOOL,9-12,118,1,CONTRACTED
461,126512960,7540,3313,PREPARATORY CHARTER SCHOOL,"PREPARATORY CHARTER SCHOOL OF MATHEMATICS, SCIENCE, TECHNOLOGY AND CAREERS",1928 POINT BREEZE AVE,19145,(215) 334-6144,,HIGH SCHOOL,9-12,631,2,CHARTER
462,,,8900,RE-ENGAGEMENT CENTER,RE-ENGAGEMENT CENTER,440 N BROAD ST,19130,(215) 400-6700,,HIGH SCHOOL,9-12,,1,DISTRICT
463,126510008,7684,3359,RICHARD ALLEN PREPARATORY,RICHARD ALLEN PREPARATORY CHARTER SCHOOL,2601 S 58TH ST,19143,(215) 878-1544,,MIDDLE SCHOOL,5-8,473,2,CHARTER
464,126510001,7677,3360,RUSSELL BYERS CHARTER SCHOOL,RUSSELL BYERS CHARTER SCHOOL,1911 ARCH ST,19103,(215) 972-1700,,ELEMENTARY/MIDDLE,K-8,704,2,CHARTER
465,114514135,8083,3399,SANKOFA FREEDOM ACADEMY,SANKOFA FREEDOM ACADEMY CHARTER SCHOOL,2501 KENSINGTON AVE,19125,(215) 288-2001,,ELEMENTARY/MIDDLE/HIGH,K-12,677,2,CHARTER
466,126515001,,3880,SOUTH PHILADELPHIA HIGH SCHOOL EOP,SOUTH PHILADELPHIA HIGH SCHOOL EOP,2101 S BROAD ST,19148,(215) 400-8400,,HIGH SCHOOL,9-12,97,1,DISTRICT
467,108515107,7960,3392,SOUTHWEST LEADERSHIP ACADEMY,SOUTHWEST LEADERSHIP ACADEMY CHARTER SCHOOL,7101 PASCHALL AVE,19142,(215) 729-1939,,ELEMENTARY/MIDDLE,K-8,707,2,CHARTER
468,192518422,8126,3404,TACONY ACADEMY CHARTER SCHOOL,TACONY ACADEMY CHARTER SCHOOL,1330 RHAWN ST,19111,(215) 742-5100,,ELEMENTARY/MIDDLE/HIGH,K-12,1092,2,CHARTER
469,126511530,,3441,TECH FREIRE CHARTER SCHOOL,TECH FREIRE CHARTER SCHOOL,2221 N BROAD ST,19132,(267) 507-1111,,HIGH SCHOOL,9-12,509,2,CHARTER
470,126512674,3617,3424,UNIVERSAL ALCORN CHARTER,UNIVERSAL CHARTER SCHOOL AT ALCORN,3200 DICKINSON ST,19146,(215) 952-6219,,ELEMENTARY/MIDDLE,K-8,541,2,CHARTER
471,126519434,8195,3417,UNIVERSAL AUDENRIED CHARTER,UNIVERSAL CHARTER SCHOOL AT AUDENRIED,3301 TASKER ST,19145,(215) 952-4801,,HIGH SCHOOL,9-12,535,2,CHARTER
472,168513758,8145,3410,UNIVERSAL CHARTER @ BLUFORD,UNIVERSAL CHARTER SCHOOL AT BLUFORD,5720 MEDIA ST,19131,(215) 581-5502,,ELEMENTARY SCHOOL,K-6,531,2,CHARTER
473,103519376,8146,3411,UNIVERSAL CHARTER @ DAROFF,UNIVERSAL CHARTER SCHOOL AT DAROFF,5630 VINE ST,19139,(215) 471-2905,,ELEMENTARY/MIDDLE,K-8,732,2,CHARTER
474,126517442,8251,3421,UNIVERSAL CREIGHTON CHARTER,UNIVERSAL CHARTER SCHOOL AT CREIGHTON,5401 TABOR AVE,19120,(215) 537-2531,,ELEMENTARY/MIDDLE,K-8,741,2,CHARTER
475,126513210,7580,3326,UNIVERSAL INSTITUTE,UNIVERSAL INSTITUTE CHARTER SCHOOL,801 S 15TH ST,19146,(215) 732-2876,,ELEMENTARY/MIDDLE,K-8,653,2,CHARTER
476,126513415,8196,3418,UNIVERSAL VARE CHARTER SCHOOL,UNIVERSAL CHARTER SCHOOL AT VARE,2100 S 24TH ST,19145,(215) 952-8611,,MIDDLE SCHOOL,5-8,279,2,CHARTER
477,126513020,7548,3314,WEST OAK LANE CHARTER SCHOOL,WEST OAK LANE CHARTER SCHOOL,7115 STENTON AVE,19138,(215) 927-7995,,ELEMENTARY/MIDDLE,K-8,1041,2,CHARTER
478,126510006,7722,3357,WEST PHILADELPHIA ACHIEVEMENT,WEST PHILADELPHIA ACHIEVEMENT CHARTER SCHOOL,6701 CALLOWHILL ST,19151,(215) 476-6471,,ELEMENTARY SCHOOL,K-5,684,2,CHARTER
479,126510007,7724,3362,WISSAHICKON CHARTER SCHOOL,WISSAHICKON CHARTER SCHOOL,4700 WISSAHICKON AVE,19144,(267) 338-1020,,ELEMENTARY/MIDDLE,K-8,973,2,CHARTER
480,,,8450,YES PHILLY,YES PHILLY,2709 N BROAD ST,19122,(215) 769-0340,,HIGH SCHOOL,9-12,104,1,CONTRACTED
481,126513250,7584,3329,YOUNG SCHOLARS CHARTER SCHOOL,YOUNG SCHOLARS CHARTER SCHOOL,900 N MARSHALL ST,19123,(215) 232-9727,,MIDDLE SCHOOL,6-8,292,2,CHARTER
482,126512870,7513,3304,YOUTHBUILD PHILADELPHIA CHARTER,YOUTHBUILD PHILADELPHIA CHARTER SCHOOL,1231 N BROAD ST - 3RD FLR,19122,(215) 627-8671,,HIGH SCHOOL,12,243,2,CHARTER
483,226510039,,,63RD ST MULTICULTURAL ACADEMY OF ACADEMIC EXCELLENCE,63RD ST MULTICULTURAL ACADEMY OF ACADEMIC EXCELLENCE,5828 MARKET ST,19131,(215) 240-6721,,ELEMENTARY/MIDDLE/HIGH,PREK-12,,3,PRIVATE
484,326514508,,,CB COMMUNITY SCHOOLS,CB COMMUNITY SCHOOLS,4101 FREELAND AVE,19128,(267) 766-3130,,,9-12,,3,PRIVATE
485,226517510,,,CITY SCHOOL AT FAIRMOUNT,CITY SCHOOL AT FAIRMOUNT,860 N 24TH ST,19130,(215) 769-5363,,ELEMENTARY SCHOOL,PREK-4,,3,PRIVATE
486,326512995,,,COMMUNITY COUNCIL LEARNING ACADEMY,COMMUNITY COUNCIL LEARNING ACADEMY,4224 N FRONT ST,19140,(215) 845-2670,,ELEMENTARY/MIDDLE/HIGH,,,3,PRIVATE
487,226513837,,,CREATIVE MINDS CHRISTIAN ACADEMY,CREATIVE MINDS CHRISTIAN ACADEMY,6000 W THOMPSON ST,19151,(215) 473-4482,,,,,3,PRIVATE
488,226519494,,,KUMON MATH AND READING PHILADELPHIA,KUMON MATH AND READING PHILADELPHIA,238 N 22ND ST,19103,(215) 564-6284,,UNGRADED,UNGRADED,,3,PRIVATE
489,226511879,,,KUMON OF PHILADELPHIA- GRANT AVE,KUMON OF PHILADELPHIA- GRANT AVE,2550 GRANT AVE,19114,(215) 613-1002,,UNGRADED,UNGRADED,,3,PRIVATE
490,226515488,,,MATHNASIUM OF ANDORRA,MATHNASIUM OF ANDORRA,8500 HENRY AVE,19128,(267) 437-2388,,UNGRADED,UNGRADED,,3,PRIVATE
491,326516627,,,ONE ON ONE TUTORING SERVICE,ONE ON ONE TUTORING SERVICE,7047 GERMANTOWN AVE,19119,(215) 842-0400,,TUTORING,UNGRADED,,3,PRIVATE
492,226514088,,,ROXBOROUGH CHRISTIAN SCHOOL,ROXBOROUGH CHRISTIAN SCHOOL,6301 RIDGE AVE,19128,(215) 482-0293,,ELEMENTARY SCHOOL,K-4,,3,PRIVATE
493,326518538,,,SCHUYLKILL CENTER FOR ENVIRONMENTAL EDUCATION,SCHUYLKILL CENTER FOR ENVIRONMENTAL EDUCATION,8480 HAGYS MILL RD,19128,(215) 482-7300,,UNGRADED,UNGRADED,,3,PRIVATE
494,326510179,,,YALE SCHOOL OF PHILADELPHIA,YALE SCHOOL OF PHILADELPHIA,135 RECTOR ST,19127,(215) 839-0525,,ELEMENTARY/MIDDLE,1-8,,3,PRIVATE
495,126515001,3728,6400,WIDENER MEMORIAL SCHOOL,WIDENER MEMORIAL SCHOOL,1450 W OLNEY AVE,19141,(215) 400-3710,,ELEMENTARY/MIDDLE/HIGH,K-12,142,1,DISTRICT
496,126515001,6544,5440,"WILLARD, FRANCES E. SCHOOL",FRANCES E. WILLARD SCHOOL,1930 E ELKHART ST,19134,(215) 400-7180,,ELEMENTARY SCHOOL,K-4,673,1,DISTRICT
497,126515001,7253,8120,"WILSON, WOODROW MIDDLE SCHOOL",WOODROW WILSON SCHOOL,1800 COTTMAN AVE,19111,(215) 400-3190,,MIDDLE SCHOOL,6-8,1421,1,DISTRICT
498,126515001,,4470,"WRIGHT, RICHARD R. SCHOOL",RICHARD R. WRIGHT SCHOOL,2700 W DAUPHIN ST,19132,(215) 400-7030,,ELEMENTARY SCHOOL,K-5,351,1,DISTRICT
499,126515001,7233,7460,"ZIEGLER, WILLIAM H. SCHOOL",WILLIAM H. ZIEGLER SCHOOL,5935 SAUL ST,19149,(215) 400-3260,,ELEMENTARY/MIDDLE,K-8,547,1,DISTRICT
500,126510015,7825,3379,AD PRIMA CHARTER SCHOOL,AD PRIMA CHARTER SCHOOL,1922 N 63RD ST,19151,(267) 403-2672,,ELEMENTARY/MIDDLE,K-8,693,2,CHARTER
501,126512990,7543,3315,ALLIANCE FOR PROGRESS CHARTER,ALLIANCE FOR PROGRESS CHARTER SCHOOL,1821 N CECIL B MOORE AVE,19121,(215) 232-4892,,ELEMENTARY/MIDDLE,K-8,522,2,CHARTER
502,104510394,8031,3395,ANTONIA PANTOJA CHARTER SCHOOL,ANTONIA PANTOJA CHARTER SCHOOL,4101 N AMERICAN ST,19140,(215) 329-2733,,ELEMENTARY/MIDDLE,K-8,719,2,CHARTER
503,126513190,7578,3317,ARCHITECTURE & DESIGN CHARTER,ARCHITECTURE AND DESIGN CHARTER SCHOOL,105 S 7TH ST,19106,(215) 351-2900,,HIGH SCHOOL,9-12,554,2,CHARTER
504,133513315,8149,3406,ASPIRA CHARTER @ STETSON,ASPIRA CHARTER SCHOOL AT STETSON,3200 B ST,19134,(215) 291-4720,,MIDDLE SCHOOL,5-8,887,2,CHARTER
